0,-32.92540910821277,32,3.8140748342903534,7by7,-20.15524546492766
0,-32.98389968349271,32,7.594643368591445,9beam,-19.990339810095623
0,-32.34796883902524,32,11.309932474020211,25beam,-19.708781303415144
0,-33.62097097397154,32,14.931417178137554,7by7,-20.57258258438292
0,-36.78942031594906,32,18.43494882292201,9beam,-22.273652189569432
0,-33.74839768173999,32,21.80140948635181,exhaustive,-20.849038609043998
0,-31.848404919107026,32,0.0,exhaustive,-19.709042951464216
0,-32.92540910821277,32,3.8140748342903534,exhaustive,-20.355245464927663
0,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
0,-32.34796883902524,32,11.309932474020211,7by7,-19.80878130341514
1,-33.62097097397154,32,14.931417178137554,25beam,-20.472582584382923
1,-36.78942031594906,32,18.43494882292201,25beam,-22.373652189569437
1,-42.46338847298299,32,21.80140948635181,9beam,-25.678033083789792
1,-31.848404919107026,32,0.0,7by7,-19.509042951464213
1,-32.92540910821277,32,3.8140748342903534,9beam,-19.95524546492766
1,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
1,-32.34796883902524,32,11.309932474020211,7by7,-19.80878130341514
1,-33.62097097397154,32,14.931417178137554,exhaustive,-20.772582584382924
1,-34.20027808843031,32,18.43494882292201,exhaustive,-21.120166853058187
1,-42.46338847298299,32,21.80140948635181,9beam,-25.678033083789792
2,-31.848404919107026,32,0.0,exhaustive,-19.709042951464216
2,-32.92540910821277,32,3.8140748342903534,9beam,-19.95524546492766
2,-32.98389968349271,32,7.594643368591445,9beam,-19.990339810095623
2,-32.34796883902524,32,11.309932474020211,9beam,-19.608781303415142
2,-33.62097097397154,32,14.931417178137554,exhaustive,-20.772582584382924
2,-34.20027808843031,32,18.43494882292201,exhaustive,-21.120166853058187
2,-42.46338847298299,32,21.80140948635181,7by7,-25.87803308378979
2,-31.848404919107026,32,0.0,9beam,-19.30904295146421
2,-32.92540910821277,32,3.8140748342903534,7by7,-20.15524546492766
2,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
3,-32.34796883902524,32,11.309932474020211,7by7,-19.80878130341514
3,-33.62097097397154,32,14.931417178137554,exhaustive,-20.772582584382924
3,-36.78942031594906,32,18.43494882292201,7by7,-22.47365218956943
3,-42.46338847298299,32,21.80140948635181,25beam,-25.778033083789797
3,-31.848404919107026,32,0.0,exhaustive,-19.709042951464216
3,-32.92540910821277,32,3.8140748342903534,7by7,-20.15524546492766
3,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
3,-32.34796883902524,32,11.309932474020211,25beam,-19.708781303415144
3,-33.62097097397154,32,14.931417178137554,25beam,-20.472582584382923
3,-36.78942031594906,32,18.43494882292201,7by7,-22.47365218956943
4,-42.46338847298299,32,21.80140948635181,9beam,-25.678033083789792
4,-31.848404919107026,32,0.0,exhaustive,-19.709042951464216
4,-32.92540910821277,32,3.8140748342903534,7by7,-20.15524546492766
4,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
4,-32.34796883902524,32,11.309932474020211,7by7,-19.80878130341514
4,-33.62097097397154,32,14.931417178137554,9beam,-20.37258258438292
4,-36.78942031594906,32,18.43494882292201,7by7,-22.47365218956943
4,-33.74839768173999,32,21.80140948635181,exhaustive,-20.849038609043998
4,-31.848404919107026,32,0.0,7by7,-19.509042951464213
4,-32.92540910821277,32,3.8140748342903534,25beam,-20.055245464927665
5,-32.98389968349271,32,7.594643368591445,7by7,-20.190339810095622
5,-32.34796883902524,32,11.309932474020211,9beam,-19.608781303415142
5,-33.62097097397154,32,14.931417178137554,25beam,-20.472582584382923
5,-34.20027808843031,32,18.43494882292201,exhaustive,-21.120166853058187
5,-42.46338847298299,32,21.80140948635181,7by7,-25.87803308378979
5,-31.848404919107026,32,0.0,exhaustive,-19.709042951464216
5,-32.92540910821277,32,3.8140748342903534,9beam,-19.95524546492766
5,-32.98389968349271,32,7.594643368591445,9beam,-19.990339810095623
5,-32.34796883902524,32,11.309932474020211,9beam,-19.608781303415142
5,-33.62097097397154,32,14.931417178137554,exhaustive,-20.772582584382924
6,-36.78942031594906,32,18.43494882292201,7by7,-22.47365218956943
6,-42.46338847298299,32,21.80140948635181,25beam,-25.778033083789797
6,-31.848404919107026,32,0.0,9beam,-19.30904295146421
6,-32.92540910821277,32,3.8140748342903534,25beam,-20.055245464927665
6,-32.98389968349271,32,7.594643368591445,25beam,-20.090339810095625
6,-32.34796883902524,32,11.309932474020211,7by7,-19.80878130341514
6,-33.62097097397154,32,14.931417178137554,7by7,-20.57258258438292
6,-34.20027808843031,32,18.43494882292201,exhaustive,-21.120166853058187
6,-42.46338847298299,32,21.80140948635181,25beam,-25.778033083789797
