#cbsp,cbsp
1,0.03676057414642072
2,0.032189198449532185
3,0.03569361038469581
4,0.038308152669387564
5,0.038779254988440925
6,0.03606724960366268
7,0.041371089872367324
8,0.03791982622719542
9,0.04129589905621053
10,0.04110296239668326
11,0.04070170038111753
12,0.04819312259877715
13,0.038995681852302004
14,0.040679128191842426
15,0.044303396489861785
16,0.03686807688286948
17,0.03832226244805948
18,0.03549861302045796
19,0.04354612866628905
20,0.04588281637957319
21,0.044665727756692114
22,0.038355656641257486
23,0.04031167007057382
24,0.047162827025935994
25,0.032874926167868614
26,0.04760390438366976
27,0.042138642920396284
28,0.041688374356859674
29,0.04362384885263756
30,0.048836582995443384
31,0.038690122137346704
32,0.03974276916410329
33,0.04483996151276287
34,0.039451241964043364
35,0.031096387504387108
36,0.03240777141495645
37,0.04681041512473071
38,0.03561177488870185
39,0.04326886068917668
40,0.038657592077789314
41,0.04130960828347931
42,0.03942186345099721
43,0.04189044135158853
44,0.038560989044820804
45,0.03908321351444761
46,0.04025430074148578
47,0.0401416715863007
48,0.04762733155702296
49,0.04281133746889932
50,0.0365214138852784
51,0.037471978254707494
52,0.04451280760458869
53,0.03899094843283426
54,0.03244804614582275
55,0.044569367697767204
56,0.03361245819401541
57,0.05054709298632568
58,0.04005301451703936
59,0.04580788277025303
60,0.04029531252764654
61,0.042903425657404244
62,0.03637625772047339
63,0.037407347152622346
64,0.036152105501294655
65,0.03419410964760955
66,0.03314036771260814
67,0.040213137477832055
68,0.03803842807133704
69,0.03946092331150294
70,0.04008925526841487
71,0.04025281138164768
72,0.04074961100418988
73,0.04319242450388805
74,0.03504179635664497
75,0.034591922244734986
76,0.037738065358242236
77,0.03451287230909222
78,0.03852083122617076
79,0.042067313257093446
80,0.03475235324379924
81,0.03201606570160143
82,0.038551117587940824
83,0.04313460582533669
84,0.039798499688979465
85,0.0401284239081602
86,0.03242150300795963
87,0.0297822027840747
88,0.032331100388560956
89,0.0340502090182046
90,0.03743009826839978
91,0.038683164335998686
92,0.03762181090793126
93,0.037370780063644714
94,0.03739466980267987
95,0.039329333029388895
96,0.03999829553692037
97,0.03818580251821352
98,0.02640446980172334
99,0.033007339918603544
100,0.04136378438424043
101,0.035868248758770135
102,0.03805091836170429
103,0.05588456330595739
104,0.03841417577642638
105,0.043904173829850714
106,0.04821014298301724
107,0.03373359550806806
108,0.038459752221891505
109,0.03350602335264882
110,0.03794218594123102
111,0.03701298397394407
112,0.040558246051364134
113,0.03428955575803672
114,0.03071859536052392
